Carimbo de data/hora,Qual é o seu papel no PREMUGS?,Nome (Confirmar se será anônimo ou identificado),Ano/período da avaliação da residência,Ênfase/campo de atuação,Cenário principal de prática,As aulas e os conteúdos teóricos ajudam realmente a resolver os problemas práticos do dia a dia no serviço?,O programa contribui para o desenvolvimento de competências em gestão em saúde?,As atividades formativas apresentam qualidade e relevância para a prática profissional?,O trabalho e os projetos desenvolvidos pelos residentes trouxeram melhorias para a rotina e os processos da prática profissional?,O acompanhamento pedagógico no programa é adequado para o desenvolvimento dos residentes? ,Quais aspectos pedagógicos do PREMUGS contribuem positivamente para a formação dos residentes e quais poderiam ser melhorados ou fortalecidos?,"Os preceptores mantêm uma relação respeitosa, acessível e colaborativa com os residentes?","Os tutores demonstram disponibilidade, escuta e apoio no acompanhamento pedagógico? ",O ambiente do programa favorece relações respeitosas e colaborativas entre os diferentes participantes  (integração multiprofissional)? ,O programa promove integração entre a formação dos residentes e os serviços de saúde do SUS? ,Recebo feedbacks de forma periódica?,Os feedbacks recebidos contribuem para meu desenvolvimento profissional?,Sinto-me integrado(a) e apoiado(a) institucionalmente no programa?,Quais aspectos das relações interpessoais no PREMUGS poderiam ser fortalecidos ou melhorados?,"As informações institucionais são comunicadas de forma clara, tempestiva e compreensível? ",O cronograma de atividades do programa é organizado e executado conforme planejado?,"Os fluxos de comunicação e tomada de decisão no programa são claros, bem definidos e compreendidos pelos participantes?",Existe abertura para diálogo e esclarecimento de dúvidas?,"Você se sente seguro e confortável para expressar opiniões contrárias, sugerir melhorias operacionais ou relatar falhas sem receio de julgamentos?",Quais aspectos da nossa cultura atual ou do nosso ambiente mais contribui para sua motivação e bem-estar institucional? Dê sugestões para melhoria.,Os processos do programa são conduzidos com clareza e transparência?,As demandas apresentadas recebem retorno adequado da coordenação?,O programa demonstra preocupação com melhoria contínua da residência?,O quanto você percebe que a coordenação utiliza efetivamente os resultados das avaliações para promover melhorias reais no PREMUGS? ,"O quanto você sente que as suas ideias, sugestões e vivências práticas são efetivamente levadas em consideração pela coordenação na hora de tomar decisões importantes para o programa? ","Na sua visão, como você avalia a governança do PREMUGS considerando a transparência das informações, a capacidade de resposta às demandas, o uso de evidências para melhoria contínua e a participação dos diferentes atores nas decisões do programa?",O PREMUGS contribui positivamente para sua formação profissional em gestão no SUS? ,"Você conseguiu aplicar, na sua prática clínica ou de gestão durante a residência, os conhecimentos adquiridos nas atividades formativas do PREMUGS?","As iniciativas implantadas pelo PREMUGS na sua unidade continuam sendo realizadas de forma autônoma pela equipe, sem depender da presença contínua do programa?","Durante a sua residência, você percebeu mudanças na integração entre ensino, serviço e comunidade promovidas pelo PREMUGS?","Os recursos humanos, financeiros e estruturais investidos na operação do PREMUGS são proporcionais aos resultados alcançados nos serviços de saúde e na formação dos residentes?","Na sua visão, o que seria necessário para aumentar a sustentabilidade do PREMUGS em termos de recursos, apoio institucional, governança, parcerias ou mudanças organizacionais? ",Nome (Confirmar se será anônimo ou identificado),Área/setor de atuação,Tempo de atuação como preceptor(a),Cenário principal de prática,"Os residentes conseguem aplicar, na prática, os conhecimentos desenvolvidos nas atividades teóricas do programa? ",Os residentes demonstram evolução em competências relacionadas à gestão em saúde? ,As atividades formativas apresentam qualidade e contribuem para a atuação prática dos residentes? ,As atividades e projetos desenvolvidos pelos residentes contribuem para melhorias no serviço?,O acompanhamento pedagógico no programa é adequado para o desenvolvimento dos residentes?,Quais aspectos pedagógicos do PREMUGS contribuem positivamente para a formação dos residentes e quais poderiam ser melhorados ou fortalecidos?,"Os residentes mantêm uma relação respeitosa, colaborativa e participativa com a preceptoria?",O ambiente do programa favorece relações respeitosas e colaborativas entre os diferentes participantes  (integração multiprofissional)?,O programa promove integração entre a formação dos residentes e os serviços de saúde do SUS? ,Os processos de feedback ocorrem de forma periódica? ,Os feedbacks realizados contribuem para o desenvolvimento dos residentes? ,Sinto-me integrado(a) e apoiado(a) institucionalmente no programa?,Quais aspectos das relações interpessoais no PREMUGS poderiam ser fortalecidos ou melhorados?,"As informações institucionais são comunicadas de forma clara, tempestiva e compreensível? ",O cronograma de atividades do programa é organizado e executado conforme planejado?,"Os fluxos de comunicação e tomada de decisão no programa são claros, bem definidos e compreendidos pelos participantes?",Existe abertura para diálogo e esclarecimento de dúvidas?,"Você se sente seguro e confortável para expressar opiniões contrárias, sugerir melhorias operacionais ou relatar falhas sem receio de julgamentos?",Quais aspectos da nossa cultura atual ou do nosso ambiente mais contribui para sua motivação e bem-estar institucional? Dê sugestões para melhoria.,"As informações sobre decisões, normas e processos do programa são disponibilizadas de forma clara, acessível e transparente pela coordenação?",As demandas relacionadas à execução das atividades no serviço recebem retorno adequado e em tempo oportuno da coordenação? ,O programa utiliza dados e evidências para monitorar e aprimorar continuamente suas atividades formativas e assistenciais? ,Os resultados das avaliações do programa são efetivamente utilizados para promover melhorias nas práticas de ensino e serviço? ,Os preceptores são consultados e participam das decisões importantes relacionadas ao funcionamento do programa? ,"Na sua visão, como você avalia a governança do PREMUGS considerando a transparência das informações, a capacidade de resposta às demandas, o uso de evidências para melhoria contínua e a participação dos diferentes atores nas decisões do programa?",O PREMUGS contribui para o desenvolvimento de competências em gestão dos residentes sob sua supervisão? ,A atuação dos residentes contribui para melhorias nos processos de trabalho do serviço?,As melhorias implementadas pelos residentes são incorporadas de forma permanente à rotina do serviço? ,O PREMUGS promove mudanças na organização do trabalho e na articulação ensino-serviço?,"Os recursos humanos, financeiros e estruturais investidos no PREMUGS são proporcionais aos resultados formativos e operacionais alcançados pelo programa? (Verificar se só coordenadores)","Na sua visão, o que seria necessário para aumentar a sustentabilidade do PREMUGS em termos de recursos, apoio institucional, governança, parcerias ou mudanças organizacionais?",Nome (Confirmar se será anônimo ou identificado),Área de atuação/tutoria,Tempo de participação no PREMUGS,Cenário(s) acompanhado(s),As atividades pedagógicas favorecem a articulação entre teoria e prática na formação dos residentes? ,As atividades pedagógicas desenvolvidas favorecem competências de gestão e organização do trabalho em saúde? ,As estratégias pedagógicas utilizadas favorecem o desenvolvimento profissional dos residentes? ,As estratégias pedagógicas estimulam reflexão crítica e resolução de problemas na prática profissional?,O acompanhamento pedagógico no programa é adequado para o desenvolvimento dos residentes?,Quais aspectos pedagógicos do PREMUGS contribuem positivamente para a formação dos residentes e quais poderiam ser melhorados ou fortalecidos?,Os residentes participam de forma colaborativa do acompanhamento pedagógico realizado pelos tutores? ,O ambiente do programa favorece relações respeitosas e colaborativas entre os diferentes participantes  (integração multiprofissional)?,O programa promove integração entre a formação dos residentes e os serviços de saúde do SUS?,Os processos de feedback ocorrem de forma periódica?,Os feedbacks realizados contribuem para o desenvolvimento dos residentes?  ,Sinto-me integrado(a) e apoiado(a) institucionalmente no programa?,Quais aspectos das relações interpessoais no PREMUGS poderiam ser fortalecidos ou melhorados?,"As informações institucionais são comunicadas de forma clara, tempestiva e compreensível?",O cronograma de atividades do programa é organizado e executado conforme planejado?,"Os fluxos de comunicação e tomada de decisão no programa são claros, bem definidos e compreendidos pelos participantes?",Existe abertura para diálogo e esclarecimento de dúvidas?,"Você se sente seguro e confortável para expressar opiniões contrárias, sugerir melhorias operacionais ou relatar falhas sem receio de julgamentos?",Quais aspectos da nossa cultura atual ou do nosso ambiente mais contribui para sua motivação e bem-estar institucional? Dê sugestões para melhoria.,A coordenação do programa disponibiliza informações suficientes e transparentes para o adequado acompanhamento das atividades formativas?,As demandas pedagógicas e operacionais são respondidas de forma adequada pela coordenação do programa?,"O acompanhamento pedagógico do programa é orientado por dados, indicadores e evidências de desempenho?",Os dados das avaliações institucionais são incorporados ao planejamento pedagógico do programa?,Os tutores participam ativamente dos processos de tomada de decisão do programa?,"Na sua visão, como você avalia a governança do PREMUGS considerando a transparência das informações, a capacidade de resposta às demandas, o uso de evidências para melhoria contínua e a participação dos diferentes atores nas decisões do programa?",As atividades do PREMUGS promovem o desenvolvimento consistente de competências em gestão e organização do trabalho em saúde? ,Os conhecimentos aplicados pelos residentes geram melhorias nos processos de trabalho dos serviços de saúde? ,As práticas introduzidas pelo programa têm potencial de continuidade independente da presença do PREMUGS? ,O programa promove aprendizagem institucional e melhoria contínua nos processos de formação e trabalho em saúde?,"Os recursos humanos, financeiros e estruturais investidos no PREMUGS são proporcionais aos resultados formativos e operacionais alcançados pelo programa? (Verificar se fica só Coordenadores)","Na sua visão, o que seria necessário para aumentar a sustentabilidade do PREMUGS em termos de recursos, apoio institucional, governança, parcerias ou mudanças organizacionais?",Nome (Confirmar se será anônimo ou identificado),Função exercida,Tempo de atuação no programa,Ano/ciclo avaliado,Quantitativa 01,Quantitativa 02,Quantitativa 03,Quantitativa 04,Quantitativa 05,Qualitativa 01 - Aberta,Quantitativa 01,Quantitativa 02,Quantitativa 03,Quantitativa 04,Quantitativa 05,Qualitativa 01 - Aberta,Quantitativa 01,Quantitativa 02,Quantitativa 03,Quantitativa 04,Quantitativa 05,Qualitativa 01 - Aberta,Quantitativa 01,Quantitativa 02,Quantitativa 03,Quantitativa 04,Quantitativa 05,Qualitativa 01 - Aberta,Quantitativa 01,Quantitativa 02,Quantitativa 03,Quantitativa 04,Quantitativa 05,Qualitativa 01 - Aberta,"De forma geral, como você avalia o PREMUGS? ",Você recomendaria o PREMUGS para outros profissionais?,Quais são os principais pontos fortes do PREMUGS?,Quais são as principais desafios e fragilidades do PREMUGS?
20/05/2026 14:38:16,Residente,Anônimo,R2,Odontologia,Atenção Básica,3,2,4,5,5,Os encontros teóricos são bem conectados com a realidade da gestão.,5,4,4,5,3,4,4,Mais momentos de integração entre as diferentes categorias profissionais.,4,3,4,3,4,Mais reconhecimento institucional do trabalho dos residentes.,3,3,5,2,5,A participação dos diferentes atores nas decisões poderia ser mais efetiva.,4,2,5,4,4,Garantir recursos estruturais estáveis e ampliar o número de preceptores.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Provavelmente sim,Vivência prática real na gestão municipal de saúde.,Uso dos resultados das avaliações para mudanças concretas.
23/05/2026 16:25:56,Residente,Anônimo,R1,Farmácia,Atenção Básica,4,4,4,5,2,O acompanhamento dos tutores é um ponto forte; a carga teórica poderia ser melhor distribuída.,2,1,2,4,5,4,2,A integração multiprofissional poderia ser estimulada com atividades conjuntas.,4,4,3,4,5,O ambiente colaborativo e o apoio dos colegas me motivam bastante.,4,4,3,4,2,Boa capacidade de resposta da coordenação; faltam indicadores de monitoramento.,3,1,4,4,5,Garantir recursos estruturais estáveis e ampliar o número de preceptores.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Provavelmente sim,Corpo de tutores e preceptores comprometido.,Estrutura física de alguns cenários de prática.
22/05/2026 10:55:40,Residente,Anônimo,R1,Odontologia,Vigilância em Saúde,1,5,5,5,3,A diversidade de cenários de prática enriquece muito a formação.,3,4,2,4,5,5,4,Reuniões periódicas entre preceptores e tutores ajudariam na comunicação.,2,4,4,3,5,A clareza nos processos administrativos ainda pode melhorar.,5,5,5,4,4,Boa capacidade de resposta da coordenação; faltam indicadores de monitoramento.,5,4,4,4,2,Garantir recursos estruturais estáveis e ampliar o número de preceptores.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Sim,Corpo de tutores e preceptores comprometido.,Estrutura física de alguns cenários de prática.
18/05/2026 14:01:37,Tutor(a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Identificado,Saúde Coletiva,Menos de 1 ano,Gestão Central - SMS,5,5,2,3,4,Os encontros teóricos são bem conectados com a realidade da gestão.,4,4,5,4,3,4,A integração multiprofissional poderia ser estimulada com atividades conjuntas.,3,2,4,4,4,O ambiente colaborativo e o apoio dos colegas me motivam bastante.,4,5,2,4,3,"A governança é satisfatória, mas o uso de dados das avaliações pode ser ampliado.",3,3,4,4,3,Garantir recursos estruturais estáveis e ampliar o número de preceptores.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Sim,Vivência prática real na gestão municipal de saúde.,Distribuição da carga horária teórica.
24/05/2026 10:28:51,Preceptor(a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anônimo,Vigilância em Saúde,1 a 2 anos,Vigilância em Saúde,4,3,4,2,4,O acompanhamento dos tutores é um ponto forte; a carga teórica poderia ser melhor distribuída.,3,5,4,4,5,5,Melhorar a comunicação entre os cenários de prática e a ESP.,4,4,3,3,2,Mais reconhecimento institucional do trabalho dos residentes.,2,3,2,4,5,"Há transparência nas decisões, embora o retorno às demandas às vezes demore.",2,4,5,2,2,Garantir recursos estruturais estáveis e ampliar o número de preceptores.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"Sim, com certeza",Vivência prática real na gestão municipal de saúde.,Distribuição da carga horária teórica.
21/05/2026 10:56:36,Preceptor(a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Identificado,Planejamento,2 a 4 anos,Distrito Sanitário,3,4,3,4,4,Poderia haver mais articulação entre teoria e prática nas Unidades Educacionais.,4,5,5,1,4,4,Mais momentos de integração entre as diferentes categorias profissionais.,2,3,3,5,5,A abertura da coordenação para o diálogo é um ponto positivo.,4,3,5,4,4,"A governança é satisfatória, mas o uso de dados das avaliações pode ser ampliado.",4,4,5,2,5,Institucionalizar as iniciativas para que continuem sem depender do programa.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Sim, com certeza",Vivência prática real na gestão municipal de saúde.,Uso dos resultados das avaliações para mudanças concretas.
18/05/2026 10:47:35,Preceptor(a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anônimo,Gestão Central,Mais de 4 anos,Distrito Sanitário,5,5,2,4,3,A diversidade de cenários de prática enriquece muito a formação.,3,2,5,3,4,4,Melhorar a comunicação entre os cenários de prática e a ESP.,1,2,5,5,4,Sugiro espaços regulares para troca de experiências entre residentes.,4,2,2,3,5,"A governança é satisfatória, mas o uso de dados das avaliações pode ser ampliado.",5,3,3,2,5,Fortalecer a governança e firmar convênios para sustentabilidade financeira.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Talvez,Corpo de tutores e preceptores comprometido.,Estrutura física de alguns cenários de prática.
22/05/2026 11:59:59,Residente,Anônimo,R1,Odontologia,Vigilância em Saúde,5,5,5,3,5,A diversidade de cenários de prática enriquece muito a formação.,4,1,4,3,5,3,5,Reuniões periódicas entre preceptores e tutores ajudariam na comunicação.,3,4,4,3,2,Sugiro espaços regulares para troca de experiências entre residentes.,4,4,4,5,3,"A governança é satisfatória, mas o uso de dados das avaliações pode ser ampliado.",2,5,3,5,3,Mais apoio institucional e parcerias com outras secretarias.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Sim,Corpo de tutores e preceptores comprometido.,Uso dos resultados das avaliações para mudanças concretas.
22/05/2026 15:22:46,Residente,Identificado,R1,Farmácia,Gestão Central - SMS,4,1,5,4,4,A vivência em diferentes pontos de gestão do SUS é o maior diferencial.,4,3,4,5,5,4,4,Mais momentos de integração entre as diferentes categorias profissionais.,4,3,3,4,4,Sugiro espaços regulares para troca de experiências entre residentes.,4,3,4,4,4,"Há transparência nas decisões, embora o retorno às demandas às vezes demore.",4,3,4,1,3,Fortalecer a governança e firmar convênios para sustentabilidade financeira.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Provavelmente sim,Vivência prática real na gestão municipal de saúde.,Uso dos resultados das avaliações para mudanças concretas.
24/05/2026 18:38:41,Tutor(a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Identificado,Educação Permanente,Mais de 2 anos,Centro de Saúde,4,3,4,4,2,Os encontros teóricos são bem conectados com a realidade da gestão.,4,3,3,1,3,4,Mais momentos de integração entre as diferentes categorias profissionais.,4,5,4,4,4,A clareza nos processos administrativos ainda pode melhorar.,3,4,1,5,5,"A governança é satisfatória, mas o uso de dados das avaliações pode ser ampliado.",5,3,5,4,4,Garantir recursos estruturais estáveis e ampliar o número de preceptores.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Provavelmente sim,Formação ampla em ferramentas de gestão.,Comunicação entre instâncias do programa.
24/05/2026 10:29:08,Residente,Identificado,R2,Serviço Social,Vigilância em Saúde,4,5,5,3,5,O acompanhamento dos tutores é um ponto forte; a carga teórica poderia ser melhor distribuída.,4,3,2,3,3,3,4,Reuniões periódicas entre preceptores e tutores ajudariam na comunicação.,3,4,3,3,4,Sugiro espaços regulares para troca de experiências entre residentes.,4,4,3,4,5,"A governança é satisfatória, mas o uso de dados das avaliações pode ser ampliado.",5,5,4,1,4,Fortalecer a governança e firmar convênios para sustentabilidade financeira.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Talvez,Formação ampla em ferramentas de gestão.,Uso dos resultados das avaliações para mudanças concretas.
